Year,SMW,Date,Crop_Week,Location,Longitude,Latitude,JS 95-60,JS-335,Shivalik,JS93-05,Punjab1,PK -472,Monetta,NRC-7,Max_Temp,Min_Temp,Max_Humidity,Min_Humidity,No_of_Rainy_Days,Rainfall,Wind_Velocity,Disease,,
2021,42,15-10-2021 to 21-10-2021,11,Jorhat,94.17,26.73,6.94,10,0.5,0.5,9.16,0,0,0,33.8,24.1,94,73,4,8.9,1.94,Yellow Mosaic Disease,,
2021,43,22-10-2021 to 28-10-2021,12,Jorhat,94.17,26.73,8.6,10,0.5,0.5,0,0,0,0,30.2,20.5,96.28,63,1,2.4,1.23,Yellow Mosaic Disease,,
2021,44,29-10-2021 to 04-11-2021,13,Jorhat,94.17,26.73,8.6,10,0.5,0.5,0,0,0,0,30.1,18.1,96,58,0,2.1,1.69,Yellow Mosaic Disease,,
2021,45,05-11-2021 to 11-11-2021,14,Jorhat,94.17,26.73,8.6,10,12.5,12.5,0,0,0,0,29.6,14.5,96.28,53.53,0,0,1.37,Yellow Mosaic Disease,,
2021,46,12-11-2021 to 18-11-2021,15,Jorhat,94.17,26.73,8.6,10,12.5,12.5,0,0,0,0,29.2,14.4,97.14,55,0,0,1.1,Yellow Mosaic Disease,,
2021,27,02-07-2021 to 08-07-2021,1,Medziphema,93.81,25.76,0,0,0,0,0,0,0,0,33.2,24.7,89,73,2,19.2,0.05,Rust,,
2021,28,09-07-2021 to 15-07-2021,2,Medziphema,93.81,25.76,0,0,0,0,0,0,0,0,32.4,24.7,93,70,5,105.7,0.02,Rust,,
2021,29,16-07-2021 to 22-07-2021,3,Medziphema,93.81,25.76,0,0,0,0,0,0,0,0,33.7,24.7,95,70,2,53.3,0.04,Rust,,
2021,30,23-07-2021 to 29-07-2021,4,Medziphema,93.81,25.76,0,0,0,0,0,0,0,0,34.5,24.9,90,70,2,74.9,0.05,Rust,,
2021,31,30-07-2021 to 05-08-2021,5,Medziphema,93.81,25.76,0,0,0,0,0,0,0,0,32.3,25.1,92,78,3,34,0.07,Rust,,
2021,32,06-08-2021 to 12-08-2021,6,Medziphema,93.81,25.76,0,0,0,0,0,0,0,0,33.2,24.5,93,68,3,25.2,0.01,Rust,,
2021,33,13-08-2021 to 19-08-2021,7,Medziphema,93.81,25.76,0,0,0,0,0,0,6.66,0,32.5,24.9,96,77,2,41.8,0,Rust,,
2021,34,20-08-2021 to 26-08-2021,8,Medziphema,93.81,25.76,0,0,0,0,0,0,7.22,0,32.4,24.3,92,68,0,7,0.05,Rust,,
2021,35,27-08-2021 to 02-09-2021,9,Medziphema,93.81,25.76,0,0,0,0,3.33,0,7.22,0,32.3,24.3,93,73,4,52.8,0.09,Rust,,
2021,36,03-09-2021 to 09-09-2021,10,Medziphema,93.81,25.76,0,0,0,0,5.55,0,7.22,0,33.2,24,95,68,3,49.1,0.08,Rust,,
2021,37,10-09-2021 to 16-09-2021,11,Medziphema,93.81,25.76,0,0,0,7.77,7.77,0,8.44,0,33.8,23.9,94,68,1,42.2,0.11,Rust,,
2021,38,17-09-2021 to 23-09-2021,12,Medziphema,93.81,25.76,0,0,0,13.11,8.88,0,10.11,0,32.1,23.3,94,68,2,13.1,0.14,Rust,,
2021,39,24-09-2021 to 30-09-2021,13,Medziphema,93.81,25.76,0,0,0,15.22,11.88,0,12.44,0,33.7,23.8,93,66,2,8.1,0.09,Rust,,
2021,40,01-10-2021 to 07-10-2021,14,Medziphema,93.81,25.76,0,0,0,17.66,17.77,0,18.88,0,32.3,23.1,94,71,1,5,0.17,Rust,,
2021,41,08-10-2021 to 14-10-2021,15,Medziphema,93.81,25.76,0,0,0,19.22,35.55,0,32.99,0,33.9,23.6,92,63,2,53.8,0.14,Rust,,
2021,42,15-10-2021 to 21-10-2021,16,Medziphema,93.81,25.76,0,0,0,26.33,29.22,0,34.55,0,33.3,23.6,95,70,3,69.1,0.13,Rust,,
2021,43,22-10-2021 to 28-10-2021,17,Medziphema,93.81,25.76,0,0,0,32.11,27.77,0,33.22,0,30,19,97,72,0,2.1,0.27,Rust,,
2021,44,29-10-2021 to 04-11-2021,18,Medziphema,93.81,25.76,0,0,0,19.22,22.22,0,28.22,0,30,19.1,95,58,0,0,0.32,Rust,,
2021,45,05-11-2021 to 11-11-2021,19,Medziphema,93.81,25.76,0,0,0,18.11,19.88,0,23.11,0,29.5,15.2,96,49,0,0,0.28,Rust,,
2021,27,02-07-2021 to 08-07-2021,1,Medziphema,93.81,25.76,0,0,0,0,0,0,0,0,33.2,24.7,89,73,2,19.2,0.05,Rhizoctonia Aerial Blight,,
2021,28,09-07-2021 to 15-07-2021,2,Medziphema,93.81,25.76,0,0,0,0,0,0,0,0,32.4,24.7,93,70,5,105.7,0.02,Rhizoctonia Aerial Blight,,
2021,29,16-07-2021 to 22-07-2021,3,Medziphema,93.81,25.76,0,0,0,0,0,0,0,0,33.7,24.7,95,70,2,53.3,0.04,Rhizoctonia Aerial Blight,,
2021,30,23-07-2021 to 29-07-2021,4,Medziphema,93.81,25.76,0,0,0,0,0,0,0,0,34.5,24.9,90,70,2,74.9,0.05,Rhizoctonia Aerial Blight,,
2021,31,30-07-2021 to 05-08-2021,5,Medziphema,93.81,25.76,0,0,0,0,0,0,0,0,32.3,25.1,92,78,3,34,0.07,Rhizoctonia Aerial Blight,,
2021,32,06-08-2021 to 12-08-2021,6,Medziphema,93.81,25.76,0,0,0,0,0,0,0,0,33.2,24.5,93,68,3,25.2,0.01,Rhizoctonia Aerial Blight,,
2021,33,13-08-2021 to 19-08-2021,7,Medziphema,93.81,25.76,0,0,0,0,0,0,0,0,32.5,24.9,96,77,2,41.8,0,Rhizoctonia Aerial Blight,,
2021,34,20-08-2021 to 26-08-2021,8,Medziphema,93.81,25.76,0,0,0,0,0,0,0,0,32.4,24.3,92,68,0,7,0.05,Rhizoctonia Aerial Blight,,
2021,35,27-08-2021 to 02-09-2021,9,Medziphema,93.81,25.76,0,0,0,0,0,0,0,0,32.3,24.3,93,73,4,52.8,0.09,Rhizoctonia Aerial Blight,,
2021,36,03-09-2021 to 09-09-2021,10,Medziphema,93.81,25.76,1.11,0,32.22,1.11,9.22,25.22,7.77,0,33.2,24,95,68,3,49.1,0.08,Rhizoctonia Aerial Blight,,
2021,37,10-09-2021 to 16-09-2021,11,Medziphema,93.81,25.76,1.11,0,35.55,2.22,23.33,31.22,11.22,3.33,33.8,23.9,94,68,1,42.2,0.11,Rhizoctonia Aerial Blight,,
2021,38,17-09-2021 to 23-09-2021,12,Medziphema,93.81,25.76,4.44,0,39.44,6.77,33.22,55.55,22.22,9.66,32.1,23.3,94,68,2,13.1,0.14,Rhizoctonia Aerial Blight,,
2021,39,24-09-2021 to 30-09-2021,13,Medziphema,93.81,25.76,5.55,8.88,57.77,8.22,53.22,63.22,28.77,17.88,33.7,23.8,93,66,2,8.1,0.09,Rhizoctonia Aerial Blight,,
2021,40,01-10-2021 to 07-10-2021,14,Medziphema,93.81,25.76,6.66,14.33,69.88,13.22,57.66,65.55,38.22,25.55,32.3,23.1,94,71,1,5,0.17,Rhizoctonia Aerial Blight,,
2021,41,08-10-2021 to 14-10-2021,15,Medziphema,93.81,25.76,7.44,22.22,72.11,23.22,68.77,65.77,36.55,29.66,33.9,23.6,92,63,2,53.8,0.14,Rhizoctonia Aerial Blight,,
2021,42,15-10-2021 to 21-10-2021,16,Medziphema,93.81,25.76,5.55,25.33,70.22,25.22,61.11,66.55,34.45,34.22,33.3,23.6,95,70,3,69.1,0.13,Rhizoctonia Aerial Blight,,
2021,43,22-10-2021 to 28-10-2021,17,Medziphema,93.81,25.76,3.33,18.22,67.88,17.11,53.11,63.33,31.22,27.44,30,19,97,72,0,2.1,0.27,Rhizoctonia Aerial Blight,,
2021,44,29-10-2021 to 04-11-2021,18,Medziphema,93.81,25.76,0,12.44,58.66,11.11,44.44,54.33,22.77,22.99,30,19.1,95,58,0,0,0.32,Rhizoctonia Aerial Blight,,
2021,45,05-11-2021 to 11-11-2021,19,Medziphema,93.81,25.76,0,11.11,52.11,11.22,39.11,50.99,20.11,18.99,29.5,15.2,96,49,0,0,0.28,Rhizoctonia Aerial Blight,,
2021,27,02-07-2021 to 08-07-2021,1,Medziphema,93.81,25.76,0,0,0,0,0,0,0,0,33.2,24.7,89,73,2,19.2,0.05,Anthracnose,,change Anthracnose/pb to Anthracnose
2021,28,09-07-2021 to 15-07-2021,2,Medziphema,93.81,25.76,0,0,0,0,0,0,0,0,32.4,24.7,93,70,5,105.7,0.02,Anthracnose,,
2021,29,16-07-2021 to 22-07-2021,3,Medziphema,93.81,25.76,0,0,0,0,0,0,0,0,33.7,24.7,95,70,2,53.3,0.04,Anthracnose,,
2021,30,23-07-2021 to 29-07-2021,4,Medziphema,93.81,25.76,0,0,0,0,0,0,0,0,34.5,24.9,90,70,2,74.9,0.05,Anthracnose,,
2021,31,30-07-2021 to 05-08-2021,5,Medziphema,93.81,25.76,0,0,0,0,0,0,0,0,32.3,25.1,92,78,3,34,0.07,Anthracnose,,
2021,32,06-08-2021 to 12-08-2021,6,Medziphema,93.81,25.76,0,0,0,55.77,0,0,0,0,33.2,24.5,93,68,3,25.2,0.01,Anthracnose,,
2021,33,13-08-2021 to 19-08-2021,7,Medziphema,93.81,25.76,33.44,0,39.88,76.55,0,0,73.44,0,32.5,24.9,96,77,2,41.8,0,Anthracnose,,
2021,34,20-08-2021 to 26-08-2021,8,Medziphema,93.81,25.76,45.88,0,56.99,82.33,12.22,28.44,86.11,22.33,32.4,24.3,92,68,0,7,0.05,Anthracnose,,
2021,35,27-08-2021 to 02-09-2021,9,Medziphema,93.81,25.76,45.77,1.11,59.77,83.44,20.11,45.44,89.99,23.55,32.3,24.3,93,73,4,52.8,0.09,Anthracnose,,
2021,36,03-09-2021 to 09-09-2021,10,Medziphema,93.81,25.76,51.88,12.11,71.22,94.55,21,65.33,91.44,45.66,33.2,24,95,68,3,49.1,0.08,Anthracnose,,
2021,37,10-09-2021 to 16-09-2021,11,Medziphema,93.81,25.76,54.77,13.44,74.33,95.66,40.11,78.66,92.88,45.99,33.8,23.9,94,68,1,42.2,0.11,Anthracnose,,
2021,38,17-09-2021 to 23-09-2021,12,Medziphema,93.81,25.76,55.55,16.33,75.44,96.55,50.33,76.44,94.88,46.77,32.1,23.3,94,68,2,13.1,0.14,Anthracnose,,
2021,39,24-09-2021 to 30-09-2021,13,Medziphema,93.81,25.76,57.88,16.77,86.33,96.77,51.22,74.55,95.66,48.22,33.7,23.8,93,66,2,8.1,0.09,Anthracnose,,
2021,40,01-10-2021 to 07-10-2021,14,Medziphema,93.81,25.76,58.77,17.22,89.44,97.55,53.22,67.99,96.23,49.33,32.3,23.1,94,71,1,5,0.17,Anthracnose,,
2021,41,08-10-2021 to 14-10-2021,15,Medziphema,93.81,25.76,66.66,23.55,94.22,98.55,60.55,63.11,97.66,76.44,33.9,23.6,92,63,2,53.8,0.14,Anthracnose,,
2021,42,15-10-2021 to 21-10-2021,16,Medziphema,93.81,25.76,70.11,26.66,95.22,97.44,60.99,60.11,97.88,78.22,33.3,23.6,95,70,3,69.1,0.13,Anthracnose,,
2021,43,22-10-2021 to 28-10-2021,17,Medziphema,93.81,25.76,67.55,23.88,92.11,97.11,61.22,55.66,96.88,72.44,30,19,97,72,0,2.1,0.27,Anthracnose,,
2021,44,29-10-2021 to 04-11-2021,18,Medziphema,93.81,25.76,65.44,19.88,89.22,97.11,59.33,52.99,95.11,67.66,30,19.1,95,58,0,0,0.32,Anthracnose,,
2021,45,05-11-2021 to 11-11-2021,19,Medziphema,93.81,25.76,64.99,18.77,88.99,97.11,58.33,48.99,94.88,56.44,29.5,15.2,96,49,0,0,0.28,Anthracnose,,
2022,28,09-07-2022 to 15-07-2022,1,Jabalpur,79.97,23.19,0,0,0,0,0,0,0,0,33.2,24.7,89.6,66.9,3,57.6,5.3,Charcoal Rot,,
2022,29,16-07-2022 to 22-07-2022,2,Jabalpur,79.97,23.19,0,0,0,0,0,0,0,0,30.5,24.6,92.4,77.9,4,53.8,5.4,Charcoal Rot,,
2022,30,23-07-2022 to 29-07-2022,3,Jabalpur,79.97,23.19,0,0,0,0,0,0,0,0,30.5,24.4,92.9,78.3,5,101,3.5,Charcoal Rot,,
2022,31,30-07-2022 to 05-08-2022,4,Jabalpur,79.97,23.19,0,0,0,0,0,0,0,0,31.8,25.2,87.9,66.7,2,16,3.5,Charcoal Rot,,
2022,32,06-08-2022 to 12-08-2022,5,Jabalpur,79.97,23.19,0,0,0,0,0,0,0,0,31.6,25,88.3,72.4,4,53.8,5.5,Charcoal Rot,,
2022,33,13-08-2022 to 19-08-2022,6,Jabalpur,79.97,23.19,0,0,0,0,0,0,0,0,29.4,24,89,75,4,135.7,6.1,Charcoal Rot,,
2022,34,20-08-2022 to 26-08-2022,7,Jabalpur,79.97,23.19,0,0,0,0,0,0,0,0,29,23.1,91.9,74.4,3,208.1,6,Charcoal Rot,,
2022,35,27-08-2022 to 02-09-2022,8,Jabalpur,79.97,23.19,1.5,0,0,0,0,0,0,0,31.3,24.1,90,67.9,3,97.5,3.4,Charcoal Rot,,
2022,36,03-09-2022 to 09-09-2022,9,Jabalpur,79.97,23.19,6.5,0,0,0,0,0,0,0,31.9,24.3,87.4,71.6,2,47,3,Charcoal Rot,,
2022,37,10-09-2022 to 16-09-2022,10,Jabalpur,79.97,23.19,15,0,0,13.5,0,3,6.5,0,30.5,24.2,90.6,79.4,4,118,5.4,Charcoal Rot,,
2022,38,17-09-2022 to 23-09-2022,11,Jabalpur,79.97,23.19,45.5,8.5,8,33,13,12.5,23,3,29.8,23.6,92.4,79,7,39.3,3.7,Charcoal Rot,,
2022,39,24-09-2022 to 30-09-2022,12,Jabalpur,79.97,23.19,56.5,17.5,13,70.5,25. 50,28.5,41.5,14,30.4,22.3,91,64.7,0,0,3.4,Charcoal Rot,,
2022,40,01-10-2022 to 07-10-2022,13,Jabalpur,79.97,23.19,-,20  50,16.5,-,33,35,61,17,31.5,22.6,87.7,67.4,1,27.4,2.3,Charcoal Rot,,
2022,28,09-07-2022 to 15-07-2022,1,Jabalpur,79.97,23.19,0,0,0,0,0,0,0,0,33.2,24.7,89.6,66.9,3,57.6,5.3,Yellow Mosaic Disease,,
2022,29,16-07-2022 to 22-07-2022,2,Jabalpur,79.97,23.19,0,0,0,0,0,0,0,0,30.5,24.6,92.4,77.9,4,53.8,5.4,Yellow Mosaic Disease,,
2022,30,23-07-2022 to 29-07-2022,3,Jabalpur,79.97,23.19,0,0,0,0,0,0,0,0,30.5,24.4,92.9,78.3,5,101,3.5,Yellow Mosaic Disease,,
2022,31,30-07-2022 to 05-08-2022,4,Jabalpur,79.97,23.19,1.91,0.31,0.99,2.59,0,0,2.41,1.17,31.8,25.2,87.9,66.7,2,16,3.5,Yellow Mosaic Disease,,
2022,32,06-08-2022 to 12-08-2022,5,Jabalpur,79.97,23.19,9.14,1.85,5.49,10.25,2.47,1.36,7.04,7.35,31.6,25,88.3,72.4,4,53.8,5.5,Yellow Mosaic Disease,,
2022,33,13-08-2022 to 19-08-2022,6,Jabalpur,79.97,23.19,24.5,12.22,17.1,23.15,7.16,7.47,22.22,22.41,29.4,24,89,75,4,135.7,6.1,Yellow Mosaic Disease,,
2022,34,20-08-2022 to 26-08-2022,7,Jabalpur,79.97,23.19,29.94,21.42,25.8,45.37,13.7,22.04,37.9,33.64,29,23.1,91.9,74.4,3,208.1,6,Yellow Mosaic Disease,,
2022,35,27-08-2022 to 02-09-2022,8,Jabalpur,79.97,23.19,30.55,24.13,29.44,55.92,15.74,32.96,48.27,40.86,31.3,24.1,90,67.9,3,97.5,3.4,Yellow Mosaic Disease,,
2022,36,03-09-2022 to 09-09-2022,9,Jabalpur,79.97,23.19,30.74,25.43,31.54,56.66,16.79,41.66,51.29,42.96,31.9,24.3,87.4,71.6,2,47,3,Yellow Mosaic Disease,,
2022,37,10-09-2022 to 16-09-2022,10,Jabalpur,79.97,23.19,-,26.23,31.85,56.79,17.1,44.13,51.54,43.89,30.5,24.2,90.6,79.4,4,118,5.4,Yellow Mosaic Disease,,
2022,38,17-09-2022 to 23-09-2022,11,Jabalpur,79.97,23.19,-,26.48,32.34,-,17.22,44.57,51.79,44.01,29.8,23.6,92.4,79,7,39.3,3.7,Yellow Mosaic Disease,,
2022,28,09-07-2022 to 15-07-2022,1,Jabalpur,79.97,23.19,0,0,0,0,0,0,0,0,33.2,24.7,89.6,66.9,3,57.6,5.3,Rhizoctonia Aerial Blight,,
2022,29,16-07-2022 to 22-07-2022,2,Jabalpur,79.97,23.19,0,0,0,0,0,0,0,0,30.5,24.6,92.4,77.9,4,53.8,5.4,Rhizoctonia Aerial Blight,,
2022,30,23-07-2022 to 29-07-2022,3,Jabalpur,79.97,23.19,0,0,0,0,0,0,0,0,30.5,24.4,92.9,78.3,5,101,3.5,Rhizoctonia Aerial Blight,,
2022,31,30-07-2022 to 05-08-2022,4,Jabalpur,79.97,23.19,0,0,0,0,0,0,0,0,31.8,25.2,87.9,66.7,2,16,3.5,Rhizoctonia Aerial Blight,,
2022,32,06-08-2022 to 12-08-2022,5,Jabalpur,79.97,23.19,0,0,0,0,0,0,0,0,31.6,25,88.3,72.4,4,53.8,5.5,Rhizoctonia Aerial Blight,,
2022,33,13-08-2022 to 19-08-2022,6,Jabalpur,79.97,23.19,0,0,0,0,0,0,0,0,29.4,24,89,75,4,135.7,6.1,Rhizoctonia Aerial Blight,,
2022,34,20-08-2022 to 26-08-2022,7,Jabalpur,79.97,23.19,0.49,0,0,0,0.8,0,0.31,0,29,23.1,91.9,74.4,3,208.1,6,Rhizoctonia Aerial Blight,,
2022,35,27-08-2022 to 02-09-2022,8,Jabalpur,79.97,23.19,2.53,0.99,0.8,0.93,1.98,0.19,1.98,0.74,31.3,24.1,90,67.9,3,97.5,3.4,Rhizoctonia Aerial Blight,,
2022,36,03-09-2022 to 09-09-2022,9,Jabalpur,79.97,23.19,5.99,3.27,5.56,4.32,4.88,2.59,5.31,2.78,31.9,24.3,87.4,71.6,2,47,3,Rhizoctonia Aerial Blight,,
2022,37,10-09-2022 to 16-09-2022,10,Jabalpur,79.97,23.19,12.84,11.54,9.75,7.59,15.99,9.32,15.62,9.94,30.5,24.2,90.6,79.4,4,118,5.4,Rhizoctonia Aerial Blight,,
2022,38,17-09-2022 to 23-09-2022,11,Jabalpur,79.97,23.19,14.01,19.13,19.75,10.99,29.13,15.8,27.22,19.32,29.8,23.6,92.4,79,7,39.3,3.7,Rhizoctonia Aerial Blight,,
2022,39,24-09-2022 to 30-09-2022,12,Jabalpur,79.97,23.19,-,22.34,21.97,-,31.36,16.3,29.26,20.25,30.4,22.3,91,64.7,0,0,3.4,Rhizoctonia Aerial Blight,,
2022,28,09-07-2022 to 15-07-2022,1,Jabalpur,79.97,23.19,0,0,0,0,0,0,0,0,33.2,24.7,89.6,66.9,3,57.6,5.3,Anthracnose,,change Anthracnose/pb to Anthracnose
2022,29,16-07-2022 to 22-07-2022,2,Jabalpur,79.97,23.19,0,0,0,0,0,0,0,0,30.5,24.6,92.4,77.9,4,53.8,5.4,Anthracnose,,
2022,30,23-07-2022 to 29-07-2022,3,Jabalpur,79.97,23.19,0,0,0,0,0,0,0,0,30.5,24.4,92.9,78.3,5,101,3.5,Anthracnose,,
2022,31,30-07-2022 to 05-08-2022,4,Jabalpur,79.97,23.19,0,0,0,0,0,0,0,0,31.8,25.2,87.9,66.7,2,16,3.5,Anthracnose,,
2022,32,06-08-2022 to 12-08-2022,5,Jabalpur,79.97,23.19,0,0,0,0,0,0,0,0,31.6,25,88.3,72.4,4,53.8,5.5,Anthracnose,,
2022,33,13-08-2022 to 19-08-2022,6,Jabalpur,79.97,23.19,0.89,0,0,3.33,0,0,1.11,0,29.4,24,89,75,4,135.7,6.1,Anthracnose,,
2022,34,20-08-2022 to 26-08-2022,7,Jabalpur,79.97,23.19,8,0,0.89,15.11,0,0,4,0,29,23.1,91.9,74.4,3,208.1,6,Anthracnose,,
2022,35,27-08-2022 to 02-09-2022,8,Jabalpur,79.97,23.19,29.11,0,4,22.44,0,0,8.44,0,31.3,24.1,90,67.9,3,97.5,3.4,Anthracnose,,
2022,36,03-09-2022 to 09-09-2022,9,Jabalpur,79.97,23.19,40.67,1.11,6.89,40,3.56,0,13.11,0,31.9,24.3,87.4,71.6,2,47,3,Anthracnose,,
2022,37,10-09-2022 to 16-09-2022,10,Jabalpur,79.97,23.19,51.33,3.78,11.11,44.22,7.11,0,18.89,0,30.5,24.2,90.6,79.4,4,118,5.4,Anthracnose,,
2022,38,17-09-2022 to 23-09-2022,11,Jabalpur,79.97,23.19,54,6.44,12.44,46.22,8.67,3.33,24.89,1.78,29.8,23.6,92.4,79,7,39.3,3.7,Anthracnose,,
2022,39,24-09-2022 to 30-09-2022,12,Jabalpur,79.97,23.19,-,8.44,13.11,-,9.33,4.67,27.11,4.89,30.4,22.3,91,64.7,0,0,3.4,Anthracnose,,
2022,40,01-10-2022 to 07-10-2022,13,Jabalpur,79.97,23.19,-,9.56,13.78,-,9.78,4.67,27.78,5.56,31.5,22.6,87.7,67.4,1,27.4,2.3,Anthracnose,,
2022,28,09-07-2022 to 15-07-2022,1,Indore,75.88,22.71,0,0,0,0,0,0,0,0,28.43,23.14,91.57,86.14,,25.2,3.19,Anthracnose,,
2022,29,16-07-2022 to 22-07-2022,2,Indore,75.88,22.71,0,0,0,0,0,0,0,0,27.36,23.57,91.57,85.86,,11.79,3.97,Anthracnose,,
2022,30,23-07-2022 to 29-07-2022,3,Indore,75.88,22.71,0,0,0,0,0,0,0,0,26.79,23.43,89.43,87.86,,6.31,2.64,Anthracnose,,
2022,31,30-07-2022 to 05-08-2022,4,Indore,75.88,22.71,0,0,0,0,0,0,0,0,29.57,23.71,92.57,88.14,,14,2.22,Anthracnose,,
2022,32,06-08-2022 to 12-08-2022,5,Indore,75.88,22.71,0,0,0,0,0,0,0,0,28.71,23.43,89.29,90.71,,21.86,2.98,Anthracnose,,
2022,33,13-08-2022 to 19-08-2022,6,Indore,75.88,22.71,0,0,0,0,0,0,0,0,27.5,22.71,90.29,82.43,,4.51,3.88,Anthracnose,,
2022,34,20-08-2022 to 26-08-2022,7,Indore,75.88,22.71,0,0,0,0,0,0,0,0,27.57,22.14,88.14,85.29,,9.44,2.89,Anthracnose,,
2022,35,27-08-2022 to 02-09-2022,8,Indore,75.88,22.71,1.5,0,0,0,0,0,0,0,29.43,22.71,87.14,84.14,,10.49,1.37,Anthracnose,,
2022,36,03-09-2022 to 09-09-2022,9,Indore,75.88,22.71,6.5,0,0,0,0,0,0,0,30.43,22.86,87.71,84.14,,2.44,1.53,Anthracnose,,
2022,37,10-09-2022 to 16-09-2022,10,Indore,75.88,22.71,15,0,0,13.5,0,3,6.5,0,29.86,23.43,90.86,86.29,,22.7,2.69,Anthracnose,,
2022,38,17-09-2022 to 23-09-2022,11,Indore,75.88,22.71,18.73,20.21,10.3,11.24,12.94,10.26,18.7,12.73,29.79,22.14,91,83,,2.43,3.33,Anthracnose,,
2022,39,24-09-2022 to 30-09-2022,12,Indore,75.88,22.71,27.4,28.44,11.5,35.66,26,32.29,18.49,44.76,30,21.57,87.71,86.71,,0.16,1.69,Anthracnose,,
2022,40,01-10-2022 to 07-10-2022,13,Indore,75.88,22.71,43.87,27.94,1.73,33.17,21.6,22.32,34.11,35.15,31.14,22.14,88.29,87.14,,5.33,2.2,Anthracnose,,
2022,41,08-10-2022 to 16-10-2022,14,Indore,75.88,22.71,63.95,46.54,17.71,48.61,39.17,39.17,60.94,78.78,28.86,20.86,86.43,83.29,,3.47,1.72,Anthracnose,,
2022,28,09-07-2022 to 15-07-2022,1,Indore,75.88,22.71,0,0,0,0,0,0,0,0,28.43,23.14,91.57,86.14,,25.2,3.19,Rhizoctonia Aerial Blight,,
2022,29,16-07-2022 to 22-07-2022,2,Indore,75.88,22.71,0,0,0,0,0,0,0,0,27.36,23.57,91.57,85.86,,11.79,3.97,Rhizoctonia Aerial Blight,,
2022,30,23-07-2022 to 29-07-2022,3,Indore,75.88,22.71,0,0,0,0,0,0,0,0,26.79,23.43,89.43,87.86,,6.31,2.64,Rhizoctonia Aerial Blight,,
2022,31,30-07-2022 to 05-08-2022,4,Indore,75.88,22.71,0,0,0,0,0,0,0,0,29.57,23.71,92.57,88.14,,14,2.22,Rhizoctonia Aerial Blight,,
2022,32,06-08-2022 to 12-08-2022,5,Indore,75.88,22.71,0,0,0,0,0,0,0,0,28.71,23.43,89.29,90.71,,21.86,2.98,Rhizoctonia Aerial Blight,,
2022,33,13-08-2022 to 19-08-2022,6,Indore,75.88,22.71,0,0,0,0,0,0,0,0,27.5,22.71,90.29,82.43,,4.51,3.88,Rhizoctonia Aerial Blight,,
2022,34,20-08-2022 to 26-08-2022,7,Indore,75.88,22.71,0,0,0,0,0,0,0,0,27.57,22.14,88.14,85.29,,9.44,2.89,Rhizoctonia Aerial Blight,,
2022,35,27-08-2022 to 02-09-2022,8,Indore,75.88,22.71,1.5,0,0,0,0,0,0,0,29.43,22.71,87.14,84.14,,10.49,1.37,Rhizoctonia Aerial Blight,,
2022,36,03-09-2022 to 09-09-2022,9,Indore,75.88,22.71,6.5,0,0,0,0,0,0,0,30.43,22.86,87.71,84.14,,2.44,1.53,Rhizoctonia Aerial Blight,,
2022,37,10-09-2022 to 16-09-2022,10,Indore,75.88,22.71,15,0,0,13.5,0,3,6.5,0,29.86,23.43,90.86,86.29,,22.7,2.69,Rhizoctonia Aerial Blight,,
2022,38,17-09-2022 to 23-09-2022,11,Indore,75.88,22.71,47.28,50.33,27.32,39.61,28.66,41,35.22,49.22,29.79,22.14,91,83,,2.43,3.33,Rhizoctonia Aerial Blight,,
2022,39,24-09-2022 to 30-09-2022,12,Indore,75.88,22.71,58.5,43.17,29.23,49.55,33.5,48.6,38.5,56.93,30,21.57,87.71,86.71,,0.16,1.69,Rhizoctonia Aerial Blight,,
2022,40,01-10-2022 to 07-10-2022,13,Indore,75.88,22.71,55.66,48.94,27.11,45.15,37.55,50.02,45.59,64.73,31.14,22.14,88.29,87.14,,5.33,2.2,Rhizoctonia Aerial Blight,,
2022,41,08-10-2022 to 16-10-2022,14,Indore,75.88,22.71,54.84,42.06,32.67,56.64,34.89,58.01,56.83,69.29,28.86,20.86,86.43,83.29,,3.47,1.72,Rhizoctonia Aerial Blight,,
2022,27,02-07-2022 to 08-07-2022,1,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,32,24.3,90.7,78.9,4,75,3.85,Charcoal Rot,,
2022,28,09-07-2022 to 15-07-2022,2,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,29.7,22.9,93.1,84.6,6,102,4.09,Charcoal Rot,,
2022,29,16-07-2022 to 22-07-2022,3,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,29.9,23.8,89,77.9,3,140.6,4.15,Charcoal Rot,,
2022,30,23-07-2022 to 29-07-2022,4,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,30.6,23.2,87.1,78.4,3,39.8,2.06,Charcoal Rot,,
2022,31,30-07-2022 to 05-08-2022,5,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,34.7,24.7,78,67.3,0,0.2,1.8,Charcoal Rot,,
2022,32,06-08-2022 to 12-08-2022,6,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,31.3,23.5,88.1,84.4,6,169.2,3.52,Charcoal Rot,,
2022,33,13-08-2022 to 19-08-2022,7,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,30.9,23.2,84.1,75.4,4,37.2,3.91,Charcoal Rot,,
2022,34,20-08-2022 to 26-08-2022,8,Amravati,77.78,20.94,0,0,0,0,0,0,0,0,33.1,23.4,79.7,68.9,0,1.4,2.7,Charcoal Rot,,
